Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  [86] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [27] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [120] std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  [91] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [64] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [48] int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  [58] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [65] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [52] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  [26] std::vector<int, std::allocator<int> >::size() const [94] std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [5] int const& std::min<int>(int const&, int const&)
  [36] std::vector<int, std::allocator<int> >::max_size() const [30] std::move_iterator<int*>::move_iterator(int*) [153] std::tuple<int&, int&> std::tie<int, int>(int&, int&)
 [105] std::allocator<std::vector<int, std::allocator<int> > >::allocator() [95] std::enable_if<std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::__maxsize_helper<std::allocator<std::vector<int, std::allocator<int> > > const>::value, unsigned long>::type std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size<std::allocator<std::vector<int, std::allocator<int> > > const>(std::allocator<std::vector<int, std::allocator<int> > > const&) [49] int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
 [106] std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [96] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [8] void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  [59] std::allocator<int>::allocator() [40] std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [34] std::remove_reference<std::vector<int, std::allocator<int> >*&>::type&& std::move<std::vector<int, std::allocator<int> >*&>(std::vector<int, std::allocator<int> >*&)
  [60] std::allocator<int>::~allocator() [41] std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [154] std::remove_reference<std::_Tuple_impl<1ul, int>&>::type&& std::move<std::_Tuple_impl<1ul, int>&>(std::_Tuple_impl<1ul, int>&)
 [127] std::_Head_base<0ul, int&, false>::_M_head(std::_Head_base<0ul, int&, false>&) [112] std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [155] std::remove_reference<std::_Tuple_impl<2ul>&>::type&& std::move<std::_Tuple_impl<2ul>&>(std::_Tuple_impl<2ul>&)
 [128] std::_Head_base<0ul, int&, false>::_Head_base(int&) [42] int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [156] std::remove_reference<std::tuple<int, int>&>::type&& std::move<std::tuple<int, int>&>(std::tuple<int, int>&)
 [129] std::_Head_base<0ul, int, false>::_M_head(std::_Head_base<0ul, int, false>&) [66] void std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [78] void std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&)
 [130] std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [113] void std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [85] void std::swap<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)
 [131] std::_Head_base<1ul, int&, false>::_M_head(std::_Head_base<1ul, int&, false>&) [149] std::tuple<int&, int&>& std::tuple<int&, int&>::operator=<int, int>(std::tuple<int, int>&&) [75] int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
 [132] std::_Head_base<1ul, int&, false>::_Head_base(int&) [150] std::tuple<int&, int&>::tuple(int&, int&) [87] int&& std::forward<int>(std::remove_reference<int>::type&)
 [133] std::_Head_base<1ul, int, false>::_M_head(std::_Head_base<1ul, int, false>&) [151] std::tuple<int, int>::tuple<int, int, void>(int&&, int&&) [98] void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
 [134] std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [114] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [99] void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  [19] std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [82] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::swap(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [50] void std::_Destroy<int*>(int*, int*)
  [24] std::_Iter_base<int*, false>::_S_base(int*) [7] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [51] void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  [29] std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [115] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [76] void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*)
 [135] std::_Tuple_impl<0ul, int&, int&>::_M_head(std::_Tuple_impl<0ul, int&, int&>&) [4] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [9] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<int*, int>(int*, int*, int const&)
 [136] std::_Tuple_impl<0ul, int&, int&>::_M_tail(std::_Tuple_impl<0ul, int&, int&>&) [67] std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [121] bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&)
 [137] std::_Tuple_impl<0ul, int&, int&>::_Tuple_impl(int&, int&) [21] std::vector<int, std::allocator<int> >::end() [122] bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&)
 [138] std::_Tuple_impl<0ul, int&, int&>& std::_Tuple_impl<0ul, int&, int&>::operator=<int, int>(std::_Tuple_impl<0ul, int, int>&&) [22] std::vector<int, std::allocator<int> >::begin() [77] operator new(unsigned long, void*)
 [139] std::_Tuple_impl<0ul, int, int>::_M_head(std::_Tuple_impl<0ul, int, int>&) [68] std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&)
